source_id,schema_cols,total_rows,dropped_ambiguous_or_missing_label,valid_label_rows,normal_rows,attack_rows,sampled_rows
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1\20200426_UOWM_IEC104_Dataset_c_ci_na_1\20200426_UOWM_IEC104_Dataset_c_ci_na_1_iecserver6\20200426_UOWM_IEC104_Dataset_c_ci_na_1_iecserver6_iec104_only.pcap_Flow.csv,84,170,0,170,103,67,170
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1\20200426_UOWM_IEC104_Dataset_c_ci_na_1\20200426_UOWM_IEC104_Dataset_c_ci_na_1_iecserver7\20200426_UOWM_IEC104_Dataset_c_ci_na_1_iecserver7.pcap_Flow.csv,84,23529,0,23529,23395,134,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1\20200426_UOWM_IEC104_Dataset_c_ci_na_1\20200426_UOWM_IEC104_Dataset_c_ci_na_1_iecserver7\20200426_UOWM_IEC104_Dataset_c_ci_na_1_iecserver7_iec104_only.pcap_Flow.csv,84,170,0,170,103,67,170
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1\20200426_UOWM_IEC104_Dataset_c_ci_na_1\20200426_UOWM_IEC104_Dataset_c_ci_na_1_qtester\20200426_UOWM_IEC104_Dataset_c_ci_na_1_qtester.pcap_Flow.csv,84,23562,0,23562,23562,0,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1\20200426_UOWM_IEC104_Dataset_c_ci_na_1\20200426_UOWM_IEC104_Dataset_c_ci_na_1_qtester\20200426_UOWM_IEC104_Dataset_c_ci_na_1_qtester_iec104_only.pcap_Flow.csv,84,725,0,725,725,0,725
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_attacker1/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_attacker1.pcap_Flow.csv,84,18538,0,18538,2269,16269,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_attacker1/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_attacker1_iec104_only.pcap_Flow.csv,84,265,0,265,0,265,265
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_attacker2/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_attacker2.pcap_Flow.csv,84,18566,0,18566,2273,16293,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_attacker2/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_attacker2_iec104_only.pcap_Flow.csv,84,279,0,279,0,279,279
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_attacker3/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_attacker3.pcap_Flow.csv,84,18864,0,18864,2273,16591,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_attacker3/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_attacker3_iec104_only.pcap_Flow.csv,84,448,0,448,0,448,448
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver1/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver1.pcap_Flow.csv,84,24856,0,24856,24610,246,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver1/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver1_iec104_only.pcap_Flow.csv,84,232,0,232,108,124,232
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver2/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver2.pcap_Flow.csv,84,25572,0,25572,25309,263,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver2/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver2_iec104_only.pcap_Flow.csv,84,249,0,249,108,141,249
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver3/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver3.pcap_Flow.csv,84,24310,0,24310,24045,265,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver3/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver3_iec104_only.pcap_Flow.csv,84,253,0,253,108,145,253
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver4/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver4.pcap_Flow.csv,84,24623,0,24623,24369,254,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver4/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver4_iec104_only.pcap_Flow.csv,84,242,0,242,108,134,242
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver5/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver5.pcap_Flow.csv,84,24849,0,24849,24557,292,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver5/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver5_iec104_only.pcap_Flow.csv,84,280,0,280,107,173,280
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver6/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver6.pcap_Flow.csv,84,24689,0,24689,24430,259,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver6/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver6_iec104_only.pcap_Flow.csv,84,244,0,244,108,136,244
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver7/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver7.pcap_Flow.csv,84,24662,0,24662,24401,261,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver7/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_iecserver7_iec104_only.pcap_Flow.csv,84,246,0,246,107,139,246
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_qtester/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_qtester.pcap_Flow.csv,84,25139,0,25139,25139,0,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS.7z::20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_qtester/20200426_UOWM_IEC104_Dataset_c_ci_na_1_DoS_qtester_iec104_only.pcap_Flow.csv,84,754,0,754,754,0,754
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_attacker1/20200427_UOWM_IEC104_Dataset_c_se_na_1_attacker1.pcap_Flow.csv,84,19824,0,19824,2421,17403,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_attacker1/20200427_UOWM_IEC104_Dataset_c_se_na_1_attacker1_iec104_only.pcap_Flow.csv,84,260,0,260,0,260,260
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_attacker2/20200427_UOWM_IEC104_Dataset_c_se_na_1_attacker2.pcap_Flow.csv,84,19901,0,19901,2451,17450,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_attacker2/20200427_UOWM_IEC104_Dataset_c_se_na_1_attacker2_iec104_only.pcap_Flow.csv,84,250,0,250,0,250,250
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_attacker3/20200427_UOWM_IEC104_Dataset_c_se_na_1_attacker3.pcap_Flow.csv,84,20015,0,20015,2419,17596,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_attacker3/20200427_UOWM_IEC104_Dataset_c_se_na_1_attacker3_iec104_only.pcap_Flow.csv,84,354,0,354,0,354,354
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver1.pcap_Flow.csv,84,27832,0,27832,27581,251,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver1_iec104_only.pcap_Flow.csv,84,249,0,249,116,133,249
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver2/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver2.pcap_Flow.csv,84,26832,0,26832,26587,245,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver2/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver2_iec104_only.pcap_Flow.csv,84,243,0,243,116,127,243
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver3/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver3.pcap_Flow.csv,84,27186,0,27186,26943,243,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver3/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver3_iec104_only.pcap_Flow.csv,84,242,0,242,117,125,242
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver4/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver4.pcap_Flow.csv,84,27408,0,27408,27165,243,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver4/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver4_iec104_only.pcap_Flow.csv,84,241,0,241,116,125,241
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver5/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver5.pcap_Flow.csv,84,27080,0,27080,26848,232,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver5/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver5_iec104_only.pcap_Flow.csv,84,238,0,238,117,121,238
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver6/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver6.pcap_Flow.csv,84,26362,0,26362,26130,232,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver6/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver6_iec104_only.pcap_Flow.csv,84,238,0,238,117,121,238
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver7/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver7.pcap_Flow.csv,84,27114,0,27114,26890,224,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver7/20200427_UOWM_IEC104_Dataset_c_se_na_1_iecserver7_iec104_only.pcap_Flow.csv,84,229,0,229,117,112,229
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_qtester/20200427_UOWM_IEC104_Dataset_c_se_na_1_qtester.pcap_Flow.csv,84,26708,0,26708,26708,0,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200427_UOWM_IEC104_Dataset_c_se_na_1.7z::20200427_UOWM_IEC104_Dataset_c_se_na_1/20200427_UOWM_IEC104_Dataset_c_se_na_1_qtester/20200427_UOWM_IEC104_Dataset_c_se_na_1_qtester_iec104_only.pcap_Flow.csv,84,816,0,816,816,0,816
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_attacker1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_attacker1.pcap_Flow.csv,84,20713,0,20713,2540,18173,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_attacker1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_attacker1_iec104_only.pcap_Flow.csv,84,208,0,208,0,208,208
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_attacker2/20200428_UOWM_IEC104_Dataset_c_sc_na_1_attacker2.pcap_Flow.csv,84,20735,0,20735,2540,18195,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_attacker2/20200428_UOWM_IEC104_Dataset_c_sc_na_1_attacker2_iec104_only.pcap_Flow.csv,84,219,0,219,0,219,219
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_attacker3/20200428_UOWM_IEC104_Dataset_c_sc_na_1_attacker3.pcap_Flow.csv,84,20886,0,20886,2540,18346,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_attacker3/20200428_UOWM_IEC104_Dataset_c_sc_na_1_attacker3_iec104_only.pcap_Flow.csv,84,314,0,314,0,314,314
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver1.pcap_Flow.csv,84,28300,0,28300,28113,187,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver1_iec104_only.pcap_Flow.csv,84,228,0,228,120,108,228
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver2/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver2.pcap_Flow.csv,84,27845,0,27845,27665,180,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver2/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver2_iec104_only.pcap_Flow.csv,84,220,0,220,120,100,220
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver3/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver3.pcap_Flow.csv,84,27866,0,27866,27681,185,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver3/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver3_iec104_only.pcap_Flow.csv,84,222,0,222,119,103,222
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver4/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver4.pcap_Flow.csv,84,27642,0,27642,27443,199,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver4/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver4_iec104_only.pcap_Flow.csv,84,236,0,236,120,116,236
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver5/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver5.pcap_Flow.csv,84,27879,0,27879,27683,196,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver5/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver5_iec104_only.pcap_Flow.csv,84,244,0,244,120,124,244
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver6/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver6.pcap_Flow.csv,84,27959,0,27959,27791,168,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver6/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver6_iec104_only.pcap_Flow.csv,84,215,0,215,120,95,215
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver7/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver7.pcap_Flow.csv,84,27778,0,27778,27610,168,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver7/20200428_UOWM_IEC104_Dataset_c_sc_na_1_iecserver7_iec104_only.pcap_Flow.csv,84,215,0,215,120,95,215
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_qtester/20200428_UOWM_IEC104_Dataset_c_sc_na_1_qtester.pcap_Flow.csv,84,27769,0,27769,27769,0,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200428_UOWM_IEC104_Dataset_c_sc_na_1.7z::20200428_UOWM_IEC104_Dataset_c_sc_na_1/20200428_UOWM_IEC104_Dataset_c_sc_na_1_qtester/20200428_UOWM_IEC104_Dataset_c_sc_na_1_qtester_iec104_only.pcap_Flow.csv,84,839,0,839,839,0,839
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS.7z::20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_attacker1/20200429_UOWM_IEC104_Dataset_c_sc_na_1_DoS_attacker1.pcap_Flow.csv,84,21499,0,21499,2604,18895,3000
